filename,knot,old_index,new_index,old_ideal_name,new_ideal_name,match_method,old_number_of_sols,new_number_of_sols,old_dimension,new_dimension,old_abelian,new_abelian,old_obstruction,new_obstruction,status
10_1(85).json,10_1,0,0,J10_1_0,J10_1_0,ideal_name,8,,0,0,False,False,-1,-1,NEW_MISSING
10_1(85).json,10_1,1,1,abJ10_1_1,abJ10_1_1,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_10(94).json,10_10,0,0,J10_10_0,J10_10_0,ideal_name,22,,0,0,False,False,-1,-1,NEW_MISSING
10_10(94).json,10_10,1,1,abJ10_10_1,abJ10_10_1,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_100(184).json,10_100,0,0,J10_100_0,J10_100_0,ideal_name,14,,0,0,False,False,-1,-1,NEW_MISSING
10_100(184).json,10_100,1,1,J10_100_1,J10_100_1,ideal_name,24,,0,0,False,False,-1,-1,NEW_MISSING
10_100(184).json,10_100,2,2,J10_100_2,J10_100_2,ideal_name,6,,0,0,False,False,1,1,NEW_MISSING
10_100(184).json,10_100,3,3,abJ10_100_3,abJ10_100_3,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_101(185).json,10_101,0,0,J10_101_0,J10_101_0,ideal_name,17,,0,0,False,False,-1,-1,NEW_MISSING
10_101(185).json,10_101,1,1,J10_101_1,J10_101_1,ideal_name,32,,0,0,False,False,-1,-1,NEW_MISSING
10_101(185).json,10_101,2,2,J10_101_2,J10_101_2,ideal_name,7,,0,0,False,False,1,1,NEW_MISSING
10_101(185).json,10_101,3,3,abJ10_101_3,abJ10_101_3,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_102(186).json,10_102,0,0,J10_102_0,J10_102_0,ideal_name,43,,0,0,False,False,-1,-1,NEW_MISSING
10_102(186).json,10_102,1,1,J10_102_1,J10_102_1,ideal_name,7,,0,0,False,False,1,1,NEW_MISSING
10_102(186).json,10_102,2,2,abJ10_102_2,abJ10_102_2,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_103(187).json,10_103,0,0,J10_103_0,J10_103_0,ideal_name,15,,0,0,False,False,-1,-1,NEW_MISSING
10_103(187).json,10_103,1,1,J10_103_1,J10_103_1,ideal_name,12,,0,0,False,False,-1,-1,NEW_MISSING
10_103(187).json,10_103,2,2,J10_103_2,J10_103_2,ideal_name,7,,0,0,False,False,1,1,NEW_MISSING
10_103(187).json,10_103,3,3,J10_103_3,J10_103_3,ideal_name,8,,0,0,False,False,-1,-1,NEW_MISSING
10_103(187).json,10_103,6,6,J10_103_6,J10_103_6,ideal_name,1,,0,0,False,False,-1,-1,NEW_MISSING
10_103(187).json,10_103,7,7,abJ10_103_7,abJ10_103_7,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_103(187).json,10_103,4,,J10_103_4a,,old_unmatched,4,,0,,False,,-1,,OLD_ONLY
10_103(187).json,10_103,5,,J10_103_4b,,old_unmatched,4,,0,,False,,-1,,OLD_ONLY
10_103(187).json,10_103,,4,,J10_103_4,new_unmatched,,,,0,,False,,-1,NEW_ONLY
10_103(187).json,10_103,,5,,J10_103_5,new_unmatched,,,,0,,False,,-1,NEW_ONLY
10_104(188).json,10_104,0,0,J10_104_0,J10_104_0,ideal_name,15,,0,0,False,False,-1,-1,NEW_MISSING
10_104(188).json,10_104,1,1,J10_104_1,J10_104_1,ideal_name,30,,0,0,False,False,-1,-1,NEW_MISSING
10_104(188).json,10_104,2,2,J10_104_2,J10_104_2,ideal_name,7,,0,0,False,False,1,1,NEW_MISSING
10_104(188).json,10_104,3,3,abJ10_104_3,abJ10_104_3,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_105(189).json,10_105,0,0,J10_105_0,J10_105_0,ideal_name,17,,0,0,False,False,-1,-1,NEW_MISSING
10_105(189).json,10_105,1,1,J10_105_1,J10_105_1,ideal_name,36,,0,0,False,False,-1,-1,NEW_MISSING
10_105(189).json,10_105,2,2,J10_105_2,J10_105_2,ideal_name,8,,0,0,False,False,1,1,NEW_MISSING
10_105(189).json,10_105,3,3,abJ10_105_3,abJ10_105_3,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_106(190).json,10_106,0,0,J10_106_0,J10_106_0,ideal_name,39,,0,0,False,False,-1,-1,NEW_MISSING
10_106(190).json,10_106,1,1,J10_106_1,J10_106_1,ideal_name,7,,0,0,False,False,1,1,NEW_MISSING
10_106(190).json,10_106,2,2,J10_106_2,J10_106_2,ideal_name,4,,0,0,False,False,-1,-1,NEW_MISSING
10_106(190).json,10_106,3,3,J10_106_3,J10_106_3,ideal_name,1,,0,0,False,False,-1,-1,NEW_MISSING
10_106(190).json,10_106,4,4,abJ10_106_4,abJ10_106_4,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_107(191).json,10_107,0,0,J10_107_0,J10_107_0,ideal_name,54,,0,0,False,False,-1,-1,NEW_MISSING
10_107(191).json,10_107,1,1,J10_107_1,J10_107_1,ideal_name,8,,0,0,False,False,1,1,NEW_MISSING
10_107(191).json,10_107,2,2,abJ10_107_2,abJ10_107_2,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_108(192).json,10_108,0,0,J10_108_0,J10_108_0,ideal_name,14,,0,0,False,False,-1,-1,NEW_MISSING
10_108(192).json,10_108,1,1,J10_108_1,J10_108_1,ideal_name,24,,0,0,False,False,-1,-1,NEW_MISSING
10_108(192).json,10_108,2,2,J10_108_2,J10_108_2,ideal_name,7,,0,0,False,False,1,1,NEW_MISSING
10_108(192).json,10_108,3,3,abJ10_108_3,abJ10_108_3,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_109(193).json,10_109,0,0,J10_109_0,J10_109_0,ideal_name,48,,0,0,False,False,-1,-1,NEW_MISSING
10_109(193).json,10_109,1,1,J10_109_1,J10_109_1,ideal_name,6,,0,0,False,False,1,1,NEW_MISSING
10_109(193).json,10_109,2,2,abJ10_109_2,abJ10_109_2,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_11(95).json,10_11,0,0,J10_11_0,J10_11_0,ideal_name,21,,0,0,False,False,-1,-1,NEW_MISSING
10_11(95).json,10_11,1,1,abJ10_11_1,abJ10_11_1,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_110(194).json,10_110,0,0,J10_110_0,J10_110_0,ideal_name,51,,0,0,False,False,-1,-1,NEW_MISSING
10_110(194).json,10_110,1,1,J10_110_1,J10_110_1,ideal_name,10,,0,0,False,False,1,1,NEW_MISSING
10_110(194).json,10_110,2,2,abJ10_110_2,abJ10_110_2,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_111(195).json,10_111,0,0,J10_111_0,J10_111_0,ideal_name,14,,0,0,False,False,-1,-1,NEW_MISSING
10_111(195).json,10_111,1,1,J10_111_1,J10_111_1,ideal_name,30,,0,0,False,False,-1,-1,NEW_MISSING
10_111(195).json,10_111,2,2,J10_111_2,J10_111_2,ideal_name,6,,0,0,False,False,1,1,NEW_MISSING
10_111(195).json,10_111,3,3,abJ10_111_3,abJ10_111_3,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_112(196).json,10_112,0,0,J10_112_0,J10_112_0,ideal_name,19,,0,0,False,False,-1,-1,NEW_MISSING
10_112(196).json,10_112,1,1,J10_112_1,J10_112_1,ideal_name,30,,0,0,False,False,-1,-1,NEW_MISSING
10_112(196).json,10_112,2,2,J10_112_2,J10_112_2,ideal_name,5,,0,0,False,False,1,1,NEW_MISSING
10_112(196).json,10_112,3,3,J10_112_3,J10_112_3,ideal_name,1,,0,0,False,False,-1,-1,NEW_MISSING
10_112(196).json,10_112,4,4,J10_112_4,J10_112_4,ideal_name,2,,0,0,False,False,1,1,NEW_MISSING
10_112(196).json,10_112,5,5,abJ10_112_5,abJ10_112_5,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_113(197).json,10_113,0,0,J10_113_0,J10_113_0,ideal_name,26,,0,0,False,False,-1,-1,NEW_MISSING
10_113(197).json,10_113,1,1,J10_113_1,J10_113_1,ideal_name,38,,0,0,False,False,-1,-1,NEW_MISSING
10_113(197).json,10_113,2,2,J10_113_2,J10_113_2,ideal_name,4,,0,0,False,False,1,1,NEW_MISSING
10_113(197).json,10_113,3,3,J10_113_3,J10_113_3,ideal_name,3,,0,0,False,False,1,1,NEW_MISSING
10_113(197).json,10_113,4,4,J10_113_4,J10_113_4,ideal_name,2,,0,0,False,False,1,1,NEW_MISSING
10_113(197).json,10_113,5,5,abJ10_113_5,abJ10_113_5,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_114(198).json,10_114,0,0,J10_114_0,J10_114_0,ideal_name,23,,0,0,False,False,-1,-1,NEW_MISSING
10_114(198).json,10_114,1,1,J10_114_1,J10_114_1,ideal_name,30,,0,0,False,False,-1,-1,NEW_MISSING
10_114(198).json,10_114,2,2,J10_114_2,J10_114_2,ideal_name,8,,0,0,False,False,1,1,NEW_MISSING
10_114(198).json,10_114,3,3,J10_114_3,J10_114_3,ideal_name,1,,0,0,False,False,-1,-1,NEW_MISSING
10_114(198).json,10_114,4,4,abJ10_114_4,abJ10_114_4,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_115(199).json,10_115,0,0,J10_115_0,J10_115_0,ideal_name,66,,0,0,False,False,-1,-1,NEW_MISSING
10_115(199).json,10_115,1,1,J10_115_1,J10_115_1,ideal_name,12,,0,0,False,False,1,1,NEW_MISSING
10_115(199).json,10_115,2,2,abJ10_115_2,abJ10_115_2,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_116(200).json,10_116,0,0,J10_116_0,J10_116_0,ideal_name,16,,0,0,False,False,-1,-1,NEW_MISSING
10_116(200).json,10_116,1,1,J10_116_1,J10_116_1,ideal_name,36,,0,0,False,False,-1,-1,NEW_MISSING
10_116(200).json,10_116,2,2,J10_116_2,J10_116_2,ideal_name,5,,0,0,False,False,1,1,NEW_MISSING
10_116(200).json,10_116,3,3,abJ10_116_3,abJ10_116_3,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_117(201).json,10_117,0,0,J10_117_0,J10_117_0,ideal_name,60,,0,0,False,False,-1,-1,NEW_MISSING
10_117(201).json,10_117,1,1,J10_117_1,J10_117_1,ideal_name,9,,0,0,False,False,1,1,NEW_MISSING
10_117(201).json,10_117,2,2,abJ10_117_2,abJ10_117_2,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_118(202).json,10_118,0,0,J10_118_0,J10_118_0,ideal_name,56,,0,0,False,False,-1,-1,NEW_MISSING
10_118(202).json,10_118,1,1,J10_118_1,J10_118_1,ideal_name,8,,0,0,False,False,1,1,NEW_MISSING
10_118(202).json,10_118,2,2,abJ10_118_2,abJ10_118_2,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_119(203).json,10_119,0,0,J10_119_0,J10_119_0,ideal_name,60,,0,0,False,False,-1,-1,NEW_MISSING
10_119(203).json,10_119,1,1,J10_119_1,J10_119_1,ideal_name,10,,0,0,False,False,1,1,NEW_MISSING
10_119(203).json,10_119,2,2,abJ10_119_2,abJ10_119_2,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_12(96).json,10_12,0,0,J10_12_0,J10_12_0,ideal_name,23,,0,0,False,False,-1,-1,NEW_MISSING
10_12(96).json,10_12,1,1,abJ10_12_1,abJ10_12_1,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_120(204).json,10_120,0,0,J10_120_0,J10_120_0,ideal_name,11,,0,0,False,False,-1,-1,NEW_MISSING
10_120(204).json,10_120,1,1,J10_120_1,J10_120_1,ideal_name,18,,0,0,False,False,-1,-1,NEW_MISSING
10_120(204).json,10_120,2,2,J10_120_2,J10_120_2,ideal_name,24,,0,0,False,False,-1,-1,NEW_MISSING
10_120(204).json,10_120,3,3,J10_120_3,J10_120_3,ideal_name,6,,0,0,False,False,-1,-1,NEW_MISSING
10_120(204).json,10_120,4,4,J10_120_4,J10_120_4,ideal_name,3,,0,0,False,False,1,1,NEW_MISSING
10_120(204).json,10_120,5,5,J10_120_5,J10_120_5,ideal_name,8,,0,0,False,False,1,1,NEW_MISSING
10_120(204).json,10_120,6,6,J10_120_6,J10_120_6,ideal_name,4,,0,0,False,False,-1,-1,NEW_MISSING
10_120(204).json,10_120,7,7,abJ10_120_7,abJ10_120_7,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_121(205).json,10_121,0,0,J10_121_0,J10_121_0,ideal_name,23,,0,0,False,False,-1,-1,NEW_MISSING
10_121(205).json,10_121,1,1,J10_121_1,J10_121_1,ideal_name,44,,0,0,False,False,-1,-1,NEW_MISSING
10_121(205).json,10_121,2,2,J10_121_2,J10_121_2,ideal_name,10,,0,0,False,False,1,1,NEW_MISSING
10_121(205).json,10_121,3,3,abJ10_121_3,abJ10_121_3,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_122(206).json,10_122,0,0,J10_122_0,J10_122_0,ideal_name,5,,0,0,False,False,-1,-1,NEW_MISSING
10_122(206).json,10_122,1,1,J10_122_1,J10_122_1,ideal_name,10,,0,0,False,False,-1,-1,NEW_MISSING
10_122(206).json,10_122,2,2,J10_122_2,J10_122_2,ideal_name,24,,0,0,False,False,-1,-1,NEW_MISSING
10_122(206).json,10_122,3,3,J10_122_3,J10_122_3,ideal_name,12,,0,0,False,False,-1,-1,NEW_MISSING
10_122(206).json,10_122,4,4,J10_122_4,J10_122_4,ideal_name,6,,0,0,False,False,1,1,NEW_MISSING
10_122(206).json,10_122,5,5,J10_122_5,J10_122_5,ideal_name,2,,0,0,False,False,1,1,NEW_MISSING
10_122(206).json,10_122,6,6,J10_122_6,J10_122_6,ideal_name,6,,0,0,False,False,-1,-1,NEW_MISSING
10_122(206).json,10_122,7,7,J10_122_7,J10_122_7,ideal_name,3,,0,0,False,False,-1,-1,NEW_MISSING
10_122(206).json,10_122,8,8,abJ10_122_8,abJ10_122_8,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_123(207).json,10_123,0,0,J10_123_0,J10_123_0,ideal_name,4,,0,0,False,False,-1,-1,NEW_MISSING
10_123(207).json,10_123,1,1,J10_123_1,J10_123_1,ideal_name,4,,0,0,False,False,1,1,NEW_MISSING
10_123(207).json,10_123,6,6,J10_123_6,J10_123_6,ideal_name,10,,0,0,False,False,-1,-1,NEW_MISSING
10_123(207).json,10_123,7,7,J10_123_7,J10_123_7,ideal_name,-1,,1,1,False,False,1,,NEW_MISSING
10_123(207).json,10_123,8,8,abJ10_123_8,abJ10_123_8,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_123(207).json,10_123,2,,J10_123_2a,,old_unmatched,10,,0,,False,,-1,,OLD_ONLY
10_123(207).json,10_123,3,,J10_123_2b,,old_unmatched,10,,0,,False,,-1,,OLD_ONLY
10_123(207).json,10_123,4,,J10_123_4a,,old_unmatched,10,,0,,False,,-1,,OLD_ONLY
10_123(207).json,10_123,5,,J10_123_4b,,old_unmatched,10,,0,,False,,-1,,OLD_ONLY
10_123(207).json,10_123,,2,,J10_123_2,new_unmatched,,,,0,,False,,-1,NEW_ONLY
10_123(207).json,10_123,,3,,J10_123_3,new_unmatched,,,,0,,False,,-1,NEW_ONLY
10_123(207).json,10_123,,4,,J10_123_4,new_unmatched,,,,0,,False,,-1,NEW_ONLY
10_123(207).json,10_123,,5,,J10_123_5,new_unmatched,,,,0,,False,,-1,NEW_ONLY
10_124(208).json,10_124,0,0,J10_124_1,J10_124_1,ideal_name,2,,0,0,False,False,1,1,NEW_MISSING
10_124(208).json,10_124,1,1,J10_124_2,J10_124_2,ideal_name,2,,0,0,False,False,-1,-1,NEW_MISSING
10_124(208).json,10_124,2,2,abJ10_124_3,abJ10_124_3,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_125(209).json,10_125,0,0,J10_125_0,J10_125_0,ideal_name,7,,0,0,False,False,-1,-1,NEW_MISSING
10_125(209).json,10_125,1,1,J10_125_1,J10_125_1,ideal_name,2,,0,0,False,False,1,1,NEW_MISSING
10_125(209).json,10_125,2,2,abJ10_125_2,abJ10_125_2,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_126(210).json,10_126,0,0,J10_126_0,J10_126_0,ideal_name,11,,0,0,False,False,-1,-1,NEW_MISSING
10_126(210).json,10_126,1,1,J10_126_1,J10_126_1,ideal_name,2,,0,0,False,False,1,1,NEW_MISSING
10_126(210).json,10_126,2,2,abJ10_126_2,abJ10_126_2,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_127(211).json,10_127,0,0,J10_127_0,J10_127_0,ideal_name,16,,0,0,False,False,-1,-1,NEW_MISSING
10_127(211).json,10_127,1,1,J10_127_1,J10_127_1,ideal_name,2,,0,0,False,False,1,1,NEW_MISSING
10_127(211).json,10_127,2,2,abJ10_127_2,abJ10_127_2,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_128(212).json,10_128,0,0,J10_128_0,J10_128_0,ideal_name,8,,0,0,False,False,-1,-1,NEW_MISSING
10_128(212).json,10_128,1,1,J10_128_1,J10_128_1,ideal_name,3,,0,0,False,False,1,1,NEW_MISSING
10_128(212).json,10_128,2,2,abJ10_128_2,abJ10_128_2,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_129(213).json,10_129,0,0,J10_129_0,J10_129_0,ideal_name,15,,0,0,False,False,-1,-1,NEW_MISSING
10_129(213).json,10_129,1,1,J10_129_1,J10_129_1,ideal_name,3,,0,0,False,False,1,1,NEW_MISSING
10_129(213).json,10_129,2,2,abJ10_129_2,abJ10_129_2,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_13(97).json,10_13,0,0,J10_13_0,J10_13_0,ideal_name,26,,0,0,False,False,-1,-1,NEW_MISSING
10_13(97).json,10_13,1,1,abJ10_13_1,abJ10_13_1,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_130(214).json,10_130,0,0,J10_130_0,J10_130_0,ideal_name,11,,0,0,False,False,-1,-1,NEW_MISSING
10_130(214).json,10_130,1,1,J10_130_1,J10_130_1,ideal_name,3,,0,0,False,False,1,1,NEW_MISSING
10_130(214).json,10_130,2,2,abJ10_130_2,abJ10_130_2,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_131(215).json,10_131,0,0,J10_131_0,J10_131_0,ideal_name,18,,0,0,False,False,-1,-1,NEW_MISSING
10_131(215).json,10_131,1,1,J10_131_1,J10_131_1,ideal_name,3,,0,0,False,False,1,1,NEW_MISSING
10_131(215).json,10_131,2,2,abJ10_131_2,abJ10_131_2,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_132(216).json,10_132,0,0,J10_132_0,J10_132_0,ideal_name,5,,0,0,False,False,-1,-1,NEW_MISSING
10_132(216).json,10_132,1,1,J10_132_1,J10_132_1,ideal_name,3,,0,0,False,False,1,1,NEW_MISSING
10_132(216).json,10_132,2,2,abJ10_132_2,abJ10_132_2,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_133(217).json,10_133,0,0,J10_133_0,J10_133_0,ideal_name,12,,0,0,False,False,-1,-1,NEW_MISSING
10_133(217).json,10_133,1,1,J10_133_1,J10_133_1,ideal_name,3,,0,0,False,False,1,1,NEW_MISSING
10_133(217).json,10_133,2,2,abJ10_133_2,abJ10_133_2,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_134(218).json,10_134,0,0,J10_134_0,J10_134_0,ideal_name,14,,0,0,False,False,-1,-1,NEW_MISSING
10_134(218).json,10_134,1,1,J10_134_1,J10_134_1,ideal_name,3,,0,0,False,False,1,1,NEW_MISSING
10_134(218).json,10_134,2,2,abJ10_134_2,abJ10_134_2,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_135(219).json,10_135,0,0,J10_135_0,J10_135_0,ideal_name,21,,0,0,False,False,-1,-1,NEW_MISSING
10_135(219).json,10_135,1,1,J10_135_1,J10_135_1,ideal_name,3,,0,0,False,False,1,1,NEW_MISSING
10_135(219).json,10_135,2,2,abJ10_135_2,abJ10_135_2,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_136(220).json,10_136,0,0,J10_136_0,J10_136_0,ideal_name,5,,0,0,False,False,-1,-1,NEW_MISSING
10_136(220).json,10_136,1,1,J10_136_1,J10_136_1,ideal_name,2,,0,0,False,False,1,1,NEW_MISSING
10_136(220).json,10_136,2,2,J10_136_2,J10_136_2,ideal_name,6,,0,0,False,False,-1,-1,NEW_MISSING
10_136(220).json,10_136,3,3,J10_136_3,J10_136_3,ideal_name,2,,0,0,False,False,1,1,NEW_MISSING
10_136(220).json,10_136,4,4,abJ10_136_4,abJ10_136_4,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_137(221).json,10_137,0,0,J10_137_0,J10_137_0,ideal_name,16,,0,0,False,False,-1,-1,NEW_MISSING
10_137(221).json,10_137,1,1,J10_137_1,J10_137_1,ideal_name,2,,0,0,False,False,1,1,NEW_MISSING
10_137(221).json,10_137,2,2,J10_137_2,J10_137_2,ideal_name,2,,0,0,False,False,1,1,NEW_MISSING
10_137(221).json,10_137,3,3,abJ10_137_3,abJ10_137_3,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_138(222).json,10_138,0,0,J10_138_0,J10_138_0,ideal_name,7,,0,0,False,False,-1,-1,NEW_MISSING
10_138(222).json,10_138,1,1,J10_138_1,J10_138_1,ideal_name,14,,0,0,False,False,-1,-1,NEW_MISSING
10_138(222).json,10_138,2,2,J10_138_2,J10_138_2,ideal_name,2,,0,0,False,False,1,1,NEW_MISSING
10_138(222).json,10_138,3,3,J10_138_3,J10_138_3,ideal_name,2,,0,0,False,False,1,1,NEW_MISSING
10_138(222).json,10_138,4,4,abJ10_138_4,abJ10_138_4,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_139(223).json,10_139,0,0,J10_139_0,J10_139_0,ideal_name,4,,0,0,False,False,-1,-1,NEW_MISSING
10_139(223).json,10_139,1,1,J10_139_1,J10_139_1,ideal_name,2,,0,0,False,False,1,1,NEW_MISSING
10_139(223).json,10_139,2,2,J10_139_2,J10_139_2,ideal_name,1,,0,0,False,False,1,1,NEW_MISSING
10_139(223).json,10_139,3,3,abJ10_139_3,abJ10_139_3,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_14(98).json,10_14,0,0,J10_14_0,J10_14_0,ideal_name,28,,0,0,False,False,-1,-1,NEW_MISSING
10_14(98).json,10_14,1,1,abJ10_14_1,abJ10_14_1,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_140(224).json,10_140,0,0,J10_140_0,J10_140_0,ideal_name,7,,0,0,False,False,-1,-1,NEW_MISSING
10_140(224).json,10_140,1,1,J10_140_1,J10_140_1,ideal_name,2,,0,0,False,False,1,1,NEW_MISSING
10_140(224).json,10_140,2,2,J10_140_2,J10_140_2,ideal_name,1,,0,0,False,False,1,1,NEW_MISSING
10_140(224).json,10_140,3,3,abJ10_140_3,abJ10_140_3,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_141(225).json,10_141,0,0,J10_141_0,J10_141_0,ideal_name,7,,0,0,False,False,-1,-1,NEW_MISSING
10_141(225).json,10_141,1,1,J10_141_1,J10_141_1,ideal_name,6,,0,0,False,False,-1,-1,NEW_MISSING
10_141(225).json,10_141,2,2,J10_141_2,J10_141_2,ideal_name,1,,0,0,False,False,1,1,NEW_MISSING
10_141(225).json,10_141,3,3,J10_141_3,J10_141_3,ideal_name,2,,0,0,False,False,1,1,NEW_MISSING
10_141(225).json,10_141,4,4,abJ10_141_4,abJ10_141_4,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_142(226).json,10_142,0,0,J10_142_0,J10_142_0,ideal_name,6,,0,0,False,False,-1,-1,NEW_MISSING
10_142(226).json,10_142,1,1,J10_142_1,J10_142_1,ideal_name,4,,0,0,False,False,-1,-1,NEW_MISSING
10_142(226).json,10_142,2,2,J10_142_2,J10_142_2,ideal_name,1,,0,0,False,False,1,1,NEW_MISSING
10_142(226).json,10_142,3,3,J10_142_3,J10_142_3,ideal_name,2,,0,0,False,False,1,1,NEW_MISSING
10_142(226).json,10_142,4,4,abJ10_142_4,abJ10_142_4,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_143(227).json,10_143,0,0,J10_143_0,J10_143_0,ideal_name,13,,0,0,False,False,-1,-1,NEW_MISSING
10_143(227).json,10_143,1,1,J10_143_1,J10_143_1,ideal_name,2,,0,0,False,False,1,1,NEW_MISSING
10_143(227).json,10_143,2,2,J10_143_2,J10_143_2,ideal_name,3,,0,0,False,False,-1,-1,NEW_MISSING
10_143(227).json,10_143,3,3,J10_143_3,J10_143_3,ideal_name,1,,0,0,False,False,1,1,NEW_MISSING
10_143(227).json,10_143,4,4,abJ10_143_4,abJ10_143_4,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_144(228).json,10_144,0,0,J10_144_0,J10_144_0,ideal_name,10,,0,0,False,False,-1,-1,NEW_MISSING
10_144(228).json,10_144,1,1,J10_144_1,J10_144_1,ideal_name,12,,0,0,False,False,-1,-1,NEW_MISSING
10_144(228).json,10_144,2,2,J10_144_2,J10_144_2,ideal_name,2,,0,0,False,False,1,1,NEW_MISSING
10_144(228).json,10_144,3,3,J10_144_3,J10_144_3,ideal_name,1,,0,0,False,False,1,1,NEW_MISSING
10_144(228).json,10_144,4,4,abJ10_144_4,abJ10_144_4,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_145(229).json,10_145,0,0,J10_145_0,J10_145_0,ideal_name,5,,0,0,False,False,-1,-1,NEW_MISSING
10_145(229).json,10_145,1,1,J10_145_1,J10_145_1,ideal_name,4,,0,0,False,False,1,1,NEW_MISSING
10_145(229).json,10_145,2,2,abJ10_145_2,abJ10_145_2,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_146(230).json,10_146,0,0,J10_146_0,J10_146_0,ideal_name,10,,0,0,False,False,-1,-1,NEW_MISSING
10_146(230).json,10_146,1,1,J10_146_1,J10_146_1,ideal_name,10,,0,0,False,False,-1,-1,NEW_MISSING
10_146(230).json,10_146,2,2,J10_146_2,J10_146_2,ideal_name,4,,0,0,False,False,1,1,NEW_MISSING
10_146(230).json,10_146,3,3,abJ10_146_3,abJ10_146_3,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_147(231).json,10_147,0,0,J10_147_0,J10_147_0,ideal_name,14,,0,0,False,False,-1,-1,NEW_MISSING
10_147(231).json,10_147,1,1,J10_147_1,J10_147_1,ideal_name,4,,0,0,False,False,1,1,NEW_MISSING
10_147(231).json,10_147,2,2,J10_147_2,J10_147_2,ideal_name,3,,0,0,False,False,-1,-1,NEW_MISSING
10_147(231).json,10_147,3,3,abJ10_147_3,abJ10_147_3,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_148(232).json,10_148,0,0,J10_148_0,J10_148_0,ideal_name,17,,0,0,False,False,-1,-1,NEW_MISSING
10_148(232).json,10_148,1,1,J10_148_1,J10_148_1,ideal_name,2,,0,0,False,False,1,1,NEW_MISSING
10_148(232).json,10_148,2,2,abJ10_148_2,abJ10_148_2,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_149(233).json,10_149,0,0,J10_149_0,J10_149_0,ideal_name,22,,0,0,False,False,-1,-1,NEW_MISSING
10_149(233).json,10_149,1,1,J10_149_1,J10_149_1,ideal_name,2,,0,0,False,False,1,1,NEW_MISSING
10_149(233).json,10_149,2,2,abJ10_149_2,abJ10_149_2,ideal_name,1,,0,0,True,True,1,1,NEW_MISSING
10_15(99).json,10_15,0,0,J10_15_0,J10_15_0,ideal_name,21,,0,0,False,False,-1,-1,NEW_MISSING
